theater,title,theater_film_link,dates,director,year,letterboxd_url,letterboxd_rating,letterboxd_viewers
Cineteca Madrid,Los motivos de Berta,https://www.cinetecamadrid.com/programacion/los-motivos-de-berta,"[{'timestamp': '2026-02-01 19:30', 'location': 'Cineteca Madrid'}]",José Luis Guerin,1983,https://letterboxd.com/film/bertas-motives/,3.6,
Cineteca Madrid,La academia de las musas,https://www.cinetecamadrid.com/programacion/la-academia-de-las-musas,"[{'timestamp': '2026-02-27 20:30', 'location': 'Cineteca Madrid'}]",José Luis Guerin,2015,https://letterboxd.com/film/the-academy-of-muses/,3.6,
Cine Doré,Mapantsula,https://entradasfilmoteca.sacatuentrada.es/es/productos/descripcion/mapantsula,"[{'timestamp': '2026-02-26 19:00', 'location': 'Cine Doré'}]",Oliver Schmitz,1988,https://letterboxd.com/film/mapantsula/,3.6,
Cineteca Madrid,Door,https://www.cinetecamadrid.com/programacion/door,"[{'timestamp': '2026-02-26 20:00', 'location': 'Cineteca Madrid'}]",Banmei Takahashi,1988,https://letterboxd.com/film/door-1988/,3.5,
Cineteca Madrid,Creatura,https://www.cinetecamadrid.com/programacion/creatura,"[{'timestamp': '2026-02-05 20:00', 'location': 'Cineteca Madrid'}]",Elena Martín Gimeno,2023,https://letterboxd.com/film/creatura-2023/,3.5,
Cineteca Madrid,"Al oeste, en Zapata",https://www.cinetecamadrid.com/programacion/al-oeste-en-zapata,"[{'timestamp': '2026-02-20 19:30', 'location': 'Cineteca Madrid'}]",David Bim,2025,https://letterboxd.com/film/to-the-west-in-zapata/,3.5,
Cineteca Madrid,"Eloy de la Iglesia, adicto al cine",https://www.cinetecamadrid.com/programacion/eloy-de-la-iglesia-adicto-al-cine-0,"[{'timestamp': '2026-02-07 18:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-08 20:30', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-12 20:30', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-13 20:30', 'location': 'Cineteca Madrid'}]",Gaizka Urresti,2025,https://letterboxd.com/film/eloy-de-la-iglesia-film-addict/,3.5,
Cines Renoir,La Cena,https://www.cinesrenoir.com/pelicula/la-cena/,"[{'location': 'Princesa', 'timestamp': '2026-02-06 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-06 18:15'}, {'location': 'Princesa', 'timestamp': '2026-02-07 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-07 18:15'}, {'location': 'Princesa', 'timestamp': '2026-02-08 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-08 18:15'}, {'location': 'Princesa', 'timestamp': '2026-02-09 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-09 18:15'}, {'location': 'Princesa', 'timestamp': '2026-02-10 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-10 18:15'}, {'location': 'Princesa', 'timestamp': '2026-02-11 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-11 18:15'}]",Manolo Gómez Pereira,2025,https://letterboxd.com/film/the-dinner-2025/,3.5,
Cines Renoir,Sirat,https://www.cinesrenoir.com/pelicula/sirat/,"[{'location': 'Princesa', 'timestamp': '2026-02-06 20:20'}, {'location': 'Princesa', 'timestamp': '2026-02-06 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-07 20:20'}, {'location': 'Princesa', 'timestamp': '2026-02-07 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-08 20:20'}, {'location': 'Princesa', 'timestamp': '2026-02-08 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-09 20:20'}, {'location': 'Princesa', 'timestamp': '2026-02-09 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-10 20:20'}, {'location': 'Princesa', 'timestamp': '2026-02-10 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-11 20:20'}, {'location': 'Princesa', 'timestamp': '2026-02-11 22:15'}]",Óliver Laxe,2025,https://letterboxd.com/film/sirat-2025/,3.5,
Cines Renoir,El Extranjero,https://www.cinesrenoir.com/pelicula/el-extranjero/,"[{'location': 'Plaza de España', 'timestamp': '2026-02-06 18:00'}, {'location': 'Plaza de España', 'timestamp': '2026-02-06 22:25'}, {'location': 'Plaza de España', 'timestamp': '2026-02-07 18:00'}, {'location': 'Plaza de España', 'timestamp': '2026-02-07 22:25'}, {'location': 'Plaza de España', 'timestamp': '2026-02-08 18:00'}, {'location': 'Plaza de España', 'timestamp': '2026-02-08 22:25'}, {'location': 'Plaza de España', 'timestamp': '2026-02-09 18:00'}, {'location': 'Plaza de España', 'timestamp': '2026-02-09 22:25'}, {'location': 'Plaza de España', 'timestamp': '2026-02-10 18:00'}, {'location': 'Plaza de España', 'timestamp': '2026-02-10 22:25'}, {'location': 'Plaza de España', 'timestamp': '2026-02-11 18:00'}, {'location': 'Plaza de España', 'timestamp': '2026-02-11 22:25'}]",François Ozon,2025,https://letterboxd.com/film/the-stranger-2025-1/,3.4,
Cine Doré,Goya en Burdeos,https://entradasfilmoteca.sacatuentrada.es/es/productos/descripcion/goya-en-burdeos,"[{'timestamp': '2026-02-24 19:00', 'location': 'Cine Doré'}]",Carlos Saura,1999,https://letterboxd.com/film/goya-in-bordeaux/,3.3,
Cineteca Madrid,Alicia en el país de las maravillas (2010),https://www.cinetecamadrid.com/programacion/alicia-en-el-pais-de-las-maravillas-2010,"[{'timestamp': '2026-02-22 12:00', 'location': 'Cineteca Madrid'}]",Tim Burton,2010,https://letterboxd.com/film/alice-in-wonderland-2010/,3.3,
Cineteca Madrid,Me siento extraña,https://www.cinetecamadrid.com/programacion/me-siento-extrana,"[{'timestamp': '2026-02-28 19:00', 'location': 'Cineteca Madrid'}]",Enrique Martí Maqueda,1977,https://letterboxd.com/film/i-feel-strange/,3.2,
Cineteca Madrid,Father Mother Sister Brother,https://www.cinetecamadrid.com/programacion/father-mother-sister-brother-0,"[{'timestamp': '2026-02-21 18:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-22 19:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-25 19:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-26 19:00', 'location': 'Cineteca Madrid'}]",Jim Jarmusch,2025,https://letterboxd.com/film/father-mother-sister-brother/,3.2,
Cineteca Madrid,Door II: Tokyo Diary,https://www.cinetecamadrid.com/programacion/door-ii-tokyo-diary,"[{'timestamp': '2026-02-27 20:00', 'location': 'Cineteca Madrid'}]",Banmei Takahashi,1991,https://letterboxd.com/film/door-ii-tokyo-diary/,3.2,
Cineteca Madrid,Bumpkin Soup,https://www.cinetecamadrid.com/programacion/bumpkin-soup,"[{'timestamp': '2026-02-25 20:00', 'location': 'Cineteca Madrid'}]",Kiyoshi Kurosawa,1985,https://letterboxd.com/film/bumpkin-soup/,3.1,
Cines Renoir,Father Mother Sister Brother,https://www.cinesrenoir.com/pelicula/father-mother-sister-brother/,"[{'location': 'Plaza de España', 'timestamp': '2026-02-06 19:40'}, {'location': 'Plaza de España', 'timestamp': '2026-02-06 21:50'}, {'location': 'Plaza de España', 'timestamp': '2026-02-07 19:40'}, {'location': 'Plaza de España', 'timestamp': '2026-02-07 21:50'}, {'location': 'Plaza de España', 'timestamp': '2026-02-08 19:40'}, {'location': 'Plaza de España', 'timestamp': '2026-02-08 21:50'}, {'location': 'Plaza de España', 'timestamp': '2026-02-09 19:40'}, {'location': 'Plaza de España', 'timestamp': '2026-02-09 21:50'}, {'location': 'Plaza de España', 'timestamp': '2026-02-10 19:40'}, {'location': 'Plaza de España', 'timestamp': '2026-02-10 21:50'}, {'location': 'Plaza de España', 'timestamp': '2026-02-11 19:40'}, {'location': 'Plaza de España', 'timestamp': '2026-02-11 21:50'}]",Jim Jarmusch,2025,https://letterboxd.com/film/father-mother-sister-brother/,3.1,
Cines Renoir,Vida Privada,https://www.cinesrenoir.com/pelicula/vida-privada/,"[{'location': 'Princesa', 'timestamp': '2026-02-06 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-07 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-08 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-09 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-10 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-11 20:15'}]",Rebecca Zlotowski,2025,https://letterboxd.com/film/a-private-life-2025/,3.1,
Cines Renoir,La Asistenta,https://www.cinesrenoir.com/pelicula/la-asistenta/,"[{'location': 'Princesa', 'timestamp': '2026-02-06 16:10'}, {'location': 'Princesa', 'timestamp': '2026-02-07 16:10'}, {'location': 'Princesa', 'timestamp': '2026-02-08 16:10'}, {'location': 'Princesa', 'timestamp': '2026-02-09 16:10'}, {'location': 'Princesa', 'timestamp': '2026-02-10 16:10'}, {'location': 'Princesa', 'timestamp': '2026-02-11 16:10'}]",Paul Feig,2025,https://letterboxd.com/film/the-housemaid-2025/,3.1,
Cines Renoir,Homo Argentum,https://www.cinesrenoir.com/pelicula/homo-argentum/,"[{'location': 'Princesa', 'timestamp': '2026-02-06 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-07 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-08 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-09 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-10 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-11 16:00'}]","Gaston Duprat, Mariano Cohn",2025,https://letterboxd.com/film/homo-argentum/,2.5,
Cineteca Madrid,El increíble Burt Wonderstone,https://www.cinetecamadrid.com/programacion/el-increible-burt-wonderstone,"[{'timestamp': '2026-02-07 20:30', 'location': 'Cineteca Madrid'}]",Don Scardino,2013,https://letterboxd.com/film/the-incredible-burt-wonderstone/,2.5,
Cineteca Madrid,CIMA en corto: Un lugar al que llamar (Correspondencias íntimas),https://www.cinetecamadrid.com/programacion/cima-en-corto-un-lugar-al-que-llamar-correspondencias-intimas,"[{'timestamp': '2026-02-25 19:00', 'location': 'Cineteca Madrid'}]",Varias autoras,,,0.0,
Cineteca Madrid,Capítulo XXVIII: Sueños sonoros (músicas oníricas),https://www.cinetecamadrid.com/programacion/capitulo-xxviii-suenos-sonoros-musicas-oniricas,"[{'timestamp': '2026-02-11 19:30', 'location': 'Cineteca Madrid'}]",,,,0.0,
Cineteca Madrid,Sesión de cortometrajes: José Luis Guerin,https://www.cinetecamadrid.com/programacion/sesion-de-cortometrajes-jose-luis-guerin,"[{'timestamp': '2026-02-26 19:30', 'location': 'Cineteca Madrid'}]",José Luis Guerin,,,0.0,
Cineteca Madrid,Queer me,https://www.cinetecamadrid.com/programacion/queer-me,"[{'timestamp': '2026-02-21 20:30', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-22 20:30', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-24 19:30', 'location': 'Cineteca Madrid'}]",Irene Bailo Carramiñana,2025,https://letterboxd.com/film/queer-me/,0.0,
Cineteca Madrid,Dios lo ve,https://www.cinetecamadrid.com/programacion/dios-lo-ve,"[{'timestamp': '2026-02-07 19:30', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-08 20:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-10 19:30', 'location': 'Cineteca Madrid'}]","Alex Guimerà, Guillem Ventura",2025,https://letterboxd.com/film/god-sees-it/,0.0,
Cineteca Madrid,Emergency Exit,https://www.cinetecamadrid.com/programacion/emergency-exit,"[{'timestamp': '2026-02-13 20:30', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-14 20:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-15 20:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-17 20:30', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-19 19:00', 'location': 'Cineteca Madrid'}]",Lluís Miñarro,2025,https://letterboxd.com/film/emergency-exit-2025-2/,0.0,
Cineteca Madrid,"Hombre que me hace daño, hombre que más feo se pone",https://www.cinetecamadrid.com/programacion/hombre-que-me-hace-dano-hombre-que-mas-feo-se-pone,"[{'timestamp': '2026-02-14 18:00', 'location': 'Cineteca Madrid'}]",Varios autores,,,0.0,
Cine Doré,Hay un camino a la derecha,https://entradasfilmoteca.sacatuentrada.es/es/productos/descripcion/hay-un-camino-a-la-derecha,"[{'timestamp': '2026-02-01 19:00', 'location': 'Cine Doré'}]",Francisco Rovira Beleta,1953,https://letterboxd.com/film/hay-un-camino-a-la-derecha/,0.0,
Cine Doré,Noche de verano,https://entradasfilmoteca.sacatuentrada.es/es/productos/descripcion/noche-de-verano,"[{'timestamp': '2026-02-03 19:00', 'location': 'Cine Doré'}]",Jorge Grau,1962,https://letterboxd.com/film/summer-night-1963/,0.0,
Cine Doré,El taxista ful,https://entradasfilmoteca.sacatuentrada.es/es/productos/descripcion/el-taxista-ful,"[{'timestamp': '2026-02-12 19:00', 'location': 'Cine Doré'}]",Jo Sol,2005,https://letterboxd.com/film/the-taxi-thief/,0.0,
Cineteca Madrid,Vivir al revés,https://www.cinetecamadrid.com/programacion/vivir-al-reves,"[{'timestamp': '2026-02-21 20:00', 'location': 'Cineteca Madrid'}, {'timestamp': '2026-02-22 20:00', 'location': 'Cineteca Madrid'}]",Mauricio Álamo,2022,https://letterboxd.com/film/vivir-al-reves/,0.0,
Cineteca Madrid,Volpina,https://www.cinetecamadrid.com/programacion/volpina,"[{'timestamp': '2026-02-06 20:30', 'location': 'Cineteca Madrid'}]",Pere Koniec,2021,https://letterboxd.com/film/volpina/,0.0,
Cineteca Madrid,Una animación del cine,https://www.cinetecamadrid.com/programacion/una-animacion-del-cine,"[{'timestamp': '2026-02-24 19:00', 'location': 'Cineteca Madrid'}]",Varios autores,,,0.0,
Cineteca Madrid,Hotel Diaries 1-7,https://www.cinetecamadrid.com/programacion/hotel-diaries-1-7-0,"[{'timestamp': '2026-02-01 20:00', 'location': 'Cineteca Madrid'}]",John Smith,2007,https://letterboxd.com/film/hotel-diaries-dirty-pictures/,0.0,
Cineteca Madrid,La desmemoriada,https://www.cinetecamadrid.com/programacion/la-desmemoriada,"[{'timestamp': '2026-02-20 20:00', 'location': 'Cineteca Madrid'}]",Mauricio Álamo,2018,https://letterboxd.com/film/la-desmemoriada/,0.0,
Cineteca Madrid,Las gafas de Isabel Coixet,https://www.cinetecamadrid.com/programacion/las-gafas-de-isabel-coixet,"[{'timestamp': '2026-02-11 19:00', 'location': 'Cineteca Madrid'}]",Santiago Tabernero,2025,,0.0,
Cine Doré,Amanecer en Puerta Oscura,https://entradasfilmoteca.sacatuentrada.es/es/productos/descripcion/amanecer-en-puerta-oscura,"[{'timestamp': '2026-02-17 19:00', 'location': 'Cine Doré'}]",José María Forqué,1957,https://letterboxd.com/film/whom-god-forgives/,0.0,
Cine Doré,El enemigo principal,https://entradasfilmoteca.sacatuentrada.es/es/productos/descripcion/el-enemigo-principa,"[{'timestamp': '2026-02-05 19:00', 'location': 'Cine Doré'}]",Jorge Sanjinés,1973,https://letterboxd.com/film/the-principal-enemy/,0.0,
Cines Renoir,Aída Y Vuelta,https://www.cinesrenoir.com/pelicula/aida-y-vuelta/,"[{'location': 'Princesa', 'timestamp': '2026-02-06 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-06 18:20'}, {'location': 'Princesa', 'timestamp': '2026-02-06 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-07 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-07 18:20'}, {'location': 'Princesa', 'timestamp': '2026-02-07 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-07 22:45'}, {'location': 'Princesa', 'timestamp': '2026-02-08 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-08 18:20'}, {'location': 'Princesa', 'timestamp': '2026-02-08 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-08 22:45'}, {'location': 'Princesa', 'timestamp': '2026-02-09 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-09 18:20'}, {'location': 'Princesa', 'timestamp': '2026-02-09 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-09 22:45'}, {'location': 'Princesa', 'timestamp': '2026-02-10 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-10 18:20'}, {'location': 'Princesa', 'timestamp': '2026-02-10 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-10 22:45'}, {'location': 'Princesa', 'timestamp': '2026-02-11 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-11 18:20'}, {'location': 'Princesa', 'timestamp': '2026-02-11 20:15'}, {'location': 'Princesa', 'timestamp': '2026-02-11 22:45'}]",Paco León,2026,https://letterboxd.com/film/aida-y-vuelta/,,
Cines Renoir,La Fiera,https://www.cinesrenoir.com/pelicula/la-fiera/,"[{'location': 'Princesa', 'timestamp': '2026-02-06 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-06 18:05'}, {'location': 'Princesa', 'timestamp': '2026-02-06 20:10'}, {'location': 'Princesa', 'timestamp': '2026-02-06 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-07 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-07 18:05'}, {'location': 'Princesa', 'timestamp': '2026-02-07 20:10'}, {'location': 'Princesa', 'timestamp': '2026-02-07 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-08 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-08 18:05'}, {'location': 'Princesa', 'timestamp': '2026-02-08 20:10'}, {'location': 'Princesa', 'timestamp': '2026-02-08 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-09 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-09 18:05'}, {'location': 'Princesa', 'timestamp': '2026-02-09 20:10'}, {'location': 'Princesa', 'timestamp': '2026-02-09 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-10 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-10 18:05'}, {'location': 'Princesa', 'timestamp': '2026-02-10 20:10'}, {'location': 'Princesa', 'timestamp': '2026-02-10 22:15'}, {'location': 'Princesa', 'timestamp': '2026-02-11 16:00'}, {'location': 'Princesa', 'timestamp': '2026-02-11 18:05'}, {'location': 'Princesa', 'timestamp': '2026-02-11 20:10'}, {'location': 'Princesa', 'timestamp': '2026-02-11 22:15'}]",Salvador Calvo,2026,https://letterboxd.com/film/la-fiera-2026/,,
